filename,信号数,平均收益,胜率,最大收益,最大亏损,盈亏比,平均盈亏比
002052.SZ_pro_bar.csv,17,21.84%,64.71%,100.98%,-24.23%,4.567,2.955
002053.SZ_pro_bar.csv,10,-0.80%,30.00%,19.01%,-15.31%,1.714,0.514
002054.SZ_pro_bar.csv,16,2.94%,50.00%,49.46%,-17.19%,2.248,1.124
002055.SZ_pro_bar.csv,24,-2.02%,33.33%,11.41%,-10.48%,0.75,0.25
002056.SZ_pro_bar.csv,14,-1.61%,35.71%,6.13%,-10.82%,0.717,0.256
002057.SZ_pro_bar.csv,14,0.52%,50.00%,22.09%,-9.11%,1.191,0.595
002058.SZ_pro_bar.csv,13,0.31%,38.46%,10.24%,-9.48%,1.758,0.676
002059.SZ_pro_bar.csv,9,2.05%,55.56%,14.46%,-6.81%,1.546,0.859
002060.SZ_pro_bar.csv,13,2.92%,38.46%,27.67%,-10.05%,2.747,1.057
002061.SZ_pro_bar.csv,15,0.26%,33.33%,22.98%,-6.05%,2.054,0.685
002062.SZ_pro_bar.csv,15,-3.80%,26.67%,20.23%,-18.17%,0.864,0.231
002063.SZ_pro_bar.csv,19,0.88%,42.11%,23.53%,-8.97%,1.855,0.781
002064.SZ_pro_bar.csv,10,6.74%,60.00%,38.82%,-7.28%,2.791,1.675
002065.SZ_pro_bar.csv,12,9.17%,50.00%,71.43%,-6.96%,5.957,2.978
002066.SZ_pro_bar.csv,17,0.96%,58.82%,22.78%,-11.93%,1.066,0.627
002067.SZ_pro_bar.csv,12,-4.33%,25.00%,3.94%,-23.16%,0.41,0.103
002068.SZ_pro_bar.csv,12,0.09%,50.00%,8.06%,-10.41%,1.055,0.527
002069.SZ_pro_bar.csv,15,-0.20%,40.00%,10.15%,-9.52%,1.367,0.547
002072.SZ_pro_bar.csv,8,-2.34%,25.00%,1.20%,-8.49%,0.22,0.055
002073.SZ_pro_bar.csv,11,-1.83%,45.45%,5.81%,-9.94%,0.396,0.18
002074.SZ_pro_bar.csv,22,0.63%,40.91%,31.65%,-12.01%,1.746,0.714
002075.SZ_pro_bar.csv,8,2.45%,50.00%,21.38%,-7.97%,2.142,1.071
002076.SZ_pro_bar.csv,16,3.68%,43.75%,29.93%,-30.30%,2.268,0.992
002077.SZ_pro_bar.csv,11,-2.52%,18.18%,26.90%,-15.72%,2.033,0.37
002078.SZ_pro_bar.csv,14,3.74%,50.00%,26.14%,-5.00%,3.377,1.689
002079.SZ_pro_bar.csv,21,1.16%,42.86%,39.69%,-10.92%,1.806,0.774
002080.SZ_pro_bar.csv,16,6.16%,56.25%,59.68%,-11.43%,3.44,1.935
002081.SZ_pro_bar.csv,12,-1.08%,41.67%,7.42%,-10.59%,0.855,0.356
002082.SZ_pro_bar.csv,13,0.12%,38.46%,26.84%,-15.57%,1.656,0.637
002083.SZ_pro_bar.csv,11,1.49%,54.55%,26.90%,-8.90%,1.566,0.854
002084.SZ_pro_bar.csv,18,5.46%,38.89%,115.08%,-14.94%,3.846,1.496
002085.SZ_pro_bar.csv,24,9.76%,41.67%,137.66%,-17.96%,7.048,2.937
002086.SZ_pro_bar.csv,20,-2.53%,25.00%,58.41%,-26.45%,1.678,0.42
