代码,信号数,平均收益,胜率,最大收益,最大亏损,盈亏比,平均盈亏比
002810.SZ_pro_bar,0,None,None,None,None,,
002811.SZ_pro_bar,4,-1.86%,25.00%,2.34%,-4.66%,0.718,0.08
002812.SZ_pro_bar,1,-2.22%,0.00%,-2.22%,-2.22%,0.0,0.0
002813.SZ_pro_bar,3,-2.26%,0.00%,-0.26%,-5.10%,0.0,0.0
002815.SZ_pro_bar,1,-3.56%,0.00%,-3.56%,-3.56%,0.0,0.0
002816.SZ_pro_bar,0,None,None,None,None,,
002817.SZ_pro_bar,2,0.01%,50.00%,0.17%,-0.16%,1.084,0.155
002818.SZ_pro_bar,0,None,None,None,None,,
002819.SZ_pro_bar,2,-1.09%,0.00%,-0.29%,-1.90%,0.0,0.0
002820.SZ_pro_bar,7,0.55%,42.86%,6.46%,-3.02%,1.961,0.49
002821.SZ_pro_bar,0,None,None,None,None,,
002822.SZ_pro_bar,3,-1.50%,33.33%,1.31%,-3.22%,0.45,0.056
002823.SZ_pro_bar,5,1.37%,60.00%,9.47%,-4.91%,1.361,0.408
002824.SZ_pro_bar,0,None,None,None,None,,
002825.SZ_pro_bar,1,-1.03%,0.00%,-1.03%,-1.03%,0.0,0.0
002826.SZ_pro_bar,3,-1.08%,0.00%,0.00%,-2.54%,0.0,0.0
002827.SZ_pro_bar,3,-0.17%,33.33%,2.27%,-2.13%,1.634,0.204
002828.SZ_pro_bar,5,2.03%,60.00%,8.70%,-0.86%,4.269,1.281
002829.SZ_pro_bar,0,None,None,None,None,,
002830.SZ_pro_bar,2,-2.84%,0.00%,-1.85%,-3.83%,0.0,0.0
002831.SZ_pro_bar,0,None,None,None,None,,
002832.SZ_pro_bar,0,None,None,None,None,,
002833.SZ_pro_bar,1,-1.25%,0.00%,-1.25%,-1.25%,0.0,0.0
002835.SZ_pro_bar,3,-1.29%,33.33%,3.43%,-5.91%,0.941,0.118
002836.SZ_pro_bar,9,-1.15%,33.33%,4.79%,-8.06%,0.758,0.162
002837.SZ_pro_bar,0,None,None,None,None,,
002838.SZ_pro_bar,3,-1.55%,33.33%,0.77%,-4.60%,0.284,0.035
002839.SZ_pro_bar,1,-1.62%,0.00%,-1.62%,-1.62%,0.0,0.0
002840.SZ_pro_bar,2,0.29%,50.00%,3.67%,-3.09%,1.189,0.17
002841.SZ_pro_bar,0,None,None,None,None,,
002842.SZ_pro_bar,1,-5.01%,0.00%,-5.01%,-5.01%,0.0,0.0
002843.SZ_pro_bar,5,-3.29%,20.00%,1.64%,-5.35%,0.362,0.036
002845.SZ_pro_bar,1,1.11%,100.00%,1.11%,0.00%,1.011,0.169
002846.SZ_pro_bar,2,-6.75%,50.00%,1.88%,-15.38%,0.122,0.017
002847.SZ_pro_bar,0,None,None,None,None,,
002848.SZ_pro_bar,7,0.89%,28.57%,23.31%,-6.47%,3.312,0.552
002849.SZ_pro_bar,1,-1.35%,0.00%,-1.35%,-1.35%,0.0,0.0
002850.SZ_pro_bar,0,None,None,None,None,,
002851.SZ_pro_bar,0,None,None,None,None,,
002852.SZ_pro_bar,2,-1.43%,0.00%,-1.06%,-1.79%,0.0,0.0
002853.SZ_pro_bar,2,-1.00%,0.00%,-0.43%,-1.57%,0.0,0.0
002855.SZ_pro_bar,7,-0.31%,57.14%,6.67%,-9.62%,0.633,0.211
002856.SZ_pro_bar,3,2.62%,33.33%,12.66%,-3.29%,5.281,0.66
002857.SZ_pro_bar,6,-0.06%,50.00%,5.57%,-7.64%,0.966,0.264
002858.SZ_pro_bar,4,-2.84%,25.00%,0.85%,-9.97%,0.208,0.023
002859.SZ_pro_bar,1,-2.69%,0.00%,-2.69%,-2.69%,0.0,0.0
002860.SZ_pro_bar,5,2.34%,60.00%,11.65%,-2.49%,3.674,1.102
002861.SZ_pro_bar,3,-0.08%,66.67%,1.21%,-1.92%,0.434,0.109
002862.SZ_pro_bar,4,-1.19%,25.00%,0.25%,-2.78%,0.151,0.017
002863.SZ_pro_bar,2,2.46%,100.00%,4.26%,0.67%,1.025,0.293
002864.SZ_pro_bar,4,8.15%,50.00%,34.63%,-2.45%,10.582,2.351
002865.SZ_pro_bar,1,-1.99%,0.00%,-1.99%,-1.99%,0.0,0.0
002866.SZ_pro_bar,3,-4.79%,33.33%,6.56%,-14.52%,0.627,0.078
002867.SZ_pro_bar,0,None,None,None,None,,
002868.SZ_pro_bar,0,None,None,None,None,,
002869.SZ_pro_bar,0,None,None,None,None,,
002870.SZ_pro_bar,2,0.91%,50.00%,4.01%,-2.18%,1.838,0.263
002871.SZ_pro_bar,5,0.24%,60.00%,4.59%,-4.59%,0.775,0.233
002872.SZ_pro_bar,5,-0.65%,20.00%,2.08%,-2.62%,1.556,0.156
002873.SZ_pro_bar,1,0.49%,100.00%,0.49%,0.00%,1.005,0.167
002875.SZ_pro_bar,3,-7.92%,33.33%,2.32%,-16.30%,0.178,0.022
002876.SZ_pro_bar,0,None,None,None,None,,
002877.SZ_pro_bar,4,-2.07%,25.00%,1.69%,-5.34%,0.509,0.057
002878.SZ_pro_bar,3,0.44%,66.67%,2.71%,-3.08%,0.714,0.178
002879.SZ_pro_bar,1,5.06%,100.00%,5.06%,0.00%,1.051,0.175
002880.SZ_pro_bar,4,-0.73%,25.00%,1.48%,-2.87%,1.01,0.112
002881.SZ_pro_bar,3,0.74%,66.67%,2.26%,-0.55%,2.518,0.629
002882.SZ_pro_bar,5,4.85%,60.00%,27.71%,-3.55%,3.797,1.139
002883.SZ_pro_bar,3,-1.43%,33.33%,3.06%,-3.89%,0.831,0.104
002884.SZ_pro_bar,0,None,None,None,None,,
002885.SZ_pro_bar,3,3.28%,66.67%,10.12%,-5.13%,1.458,0.364
002886.SZ_pro_bar,3,-0.33%,66.67%,2.62%,-4.88%,0.4,0.1
002887.SZ_pro_bar,3,-5.26%,0.00%,-2.14%,-7.47%,0.0,0.0
002888.SZ_pro_bar,2,7.59%,100.00%,11.23%,3.94%,1.076,0.307
002889.SZ_pro_bar,3,-0.44%,33.33%,0.60%,-1.03%,0.629,0.079
002890.SZ_pro_bar,4,-0.55%,25.00%,2.32%,-2.45%,1.536,0.171
002891.SZ_pro_bar,0,None,None,None,None,,
002892.SZ_pro_bar,2,-0.03%,50.00%,1.01%,-1.06%,0.951,0.136
002893.SZ_pro_bar,2,-0.88%,50.00%,0.31%,-2.07%,0.147,0.021
002895.SZ_pro_bar,2,0.57%,50.00%,2.63%,-1.50%,1.757,0.251
002896.SZ_pro_bar,1,-2.11%,0.00%,-2.11%,-2.11%,0.0,0.0
002897.SZ_pro_bar,2,-9.15%,0.00%,-4.35%,-13.94%,0.0,0.0
002898.SZ_pro_bar,1,-9.98%,0.00%,-9.98%,-9.98%,0.0,0.0
002899.SZ_pro_bar,1,-10.00%,0.00%,-10.00%,-10.00%,0.0,0.0
002900.SZ_pro_bar,4,-2.76%,0.00%,-0.09%,-6.45%,0.0,0.0
002901.SZ_pro_bar,0,None,None,None,None,,
002902.SZ_pro_bar,0,None,None,None,None,,
002903.SZ_pro_bar,3,0.60%,33.33%,2.82%,-0.87%,5.553,0.694
002905.SZ_pro_bar,3,-2.06%,0.00%,-1.27%,-3.32%,0.0,0.0
002906.SZ_pro_bar,5,-1.90%,40.00%,4.31%,-5.70%,0.555,0.111
002907.SZ_pro_bar,2,-3.18%,0.00%,-1.44%,-4.92%,0.0,0.0
002908.SZ_pro_bar,3,3.76%,100.00%,7.59%,1.62%,1.038,0.389
002909.SZ_pro_bar,1,0.67%,100.00%,0.67%,0.00%,1.007,0.168
002910.SZ_pro_bar,0,None,None,None,None,,
002911.SZ_pro_bar,4,0.22%,50.00%,5.44%,-6.03%,1.131,0.251
002912.SZ_pro_bar,0,None,None,None,None,,
002913.SZ_pro_bar,0,None,None,None,None,,
002915.SZ_pro_bar,2,1.73%,100.00%,2.41%,1.05%,1.017,0.291
002916.SZ_pro_bar,0,None,None,None,None,,
002917.SZ_pro_bar,3,1.51%,33.33%,6.11%,-1.48%,7.687,0.961
002918.SZ_pro_bar,0,None,None,None,None,,
002919.SZ_pro_bar,3,1.06%,66.67%,5.26%,-3.03%,1.023,0.256
002920.SZ_pro_bar,1,3.39%,100.00%,3.39%,0.00%,1.034,0.172
002921.SZ_pro_bar,7,-0.89%,28.57%,4.91%,-5.82%,1.119,0.187
002922.SZ_pro_bar,4,7.15%,50.00%,27.93%,-4.90%,6.703,1.49
002923.SZ_pro_bar,2,-5.23%,0.00%,-1.75%,-8.71%,0.0,0.0
002925.SZ_pro_bar,1,0.68%,100.00%,0.68%,0.00%,1.007,0.168
002926.SZ_pro_bar,1,0.25%,100.00%,0.25%,0.00%,1.003,0.167
002927.SZ_pro_bar,4,-0.76%,0.00%,-0.15%,-1.41%,0.0,0.0
002928.SZ_pro_bar,2,-5.75%,0.00%,-3.32%,-8.18%,0.0,0.0
002929.SZ_pro_bar,0,None,None,None,None,,
002930.SZ_pro_bar,1,-0.19%,0.00%,-0.19%,-0.19%,0.0,0.0
002931.SZ_pro_bar,4,0.69%,50.00%,5.65%,-3.12%,1.864,0.414
002932.SZ_pro_bar,4,-0.47%,25.00%,6.39%,-3.44%,2.315,0.257
002933.SZ_pro_bar,4,4.31%,100.00%,8.58%,0.09%,1.043,0.464
002935.SZ_pro_bar,1,10.46%,100.00%,10.46%,0.00%,1.105,0.184
002936.SZ_pro_bar,3,-0.43%,33.33%,0.60%,-1.26%,0.634,0.079
002937.SZ_pro_bar,0,None,None,None,None,,
002938.SZ_pro_bar,0,None,None,None,None,,
002939.SZ_pro_bar,1,-0.44%,0.00%,-0.44%,-0.44%,0.0,0.0
002940.SZ_pro_bar,1,-1.96%,0.00%,-1.96%,-1.96%,0.0,0.0
002941.SZ_pro_bar,0,None,None,None,None,,
002942.SZ_pro_bar,0,None,None,None,None,,
002943.SZ_pro_bar,0,None,None,None,None,,
002945.SZ_pro_bar,4,-0.81%,25.00%,0.69%,-1.34%,0.53,0.059
002946.SZ_pro_bar,1,-1.02%,0.00%,-1.02%,-1.02%,0.0,0.0
002947.SZ_pro_bar,0,None,None,None,None,,
002948.SZ_pro_bar,2,-0.68%,0.00%,0.00%,-1.35%,0.0,0.0
002949.SZ_pro_bar,6,-1.61%,16.67%,1.26%,-4.10%,0.576,0.052
002950.SZ_pro_bar,1,3.49%,100.00%,3.49%,0.00%,1.035,0.172
002951.SZ_pro_bar,1,-0.25%,0.00%,-0.25%,-0.25%,0.0,0.0
002952.SZ_pro_bar,3,8.70%,66.67%,30.91%,-5.10%,3.057,0.764
002953.SZ_pro_bar,2,-2.26%,0.00%,-0.85%,-3.67%,0.0,0.0
002955.SZ_pro_bar,0,None,None,None,None,,
002956.SZ_pro_bar,0,None,None,None,None,,
002957.SZ_pro_bar,5,2.02%,60.00%,12.70%,-3.17%,2.554,0.766
002958.SZ_pro_bar,0,None,None,None,None,,
002959.SZ_pro_bar,0,None,None,None,None,,
002960.SZ_pro_bar,1,1.58%,100.00%,1.58%,0.00%,1.016,0.169
002961.SZ_pro_bar,1,1.06%,100.00%,1.06%,0.00%,1.011,0.168
002962.SZ_pro_bar,1,-2.09%,0.00%,-2.09%,-2.09%,0.0,0.0
002963.SZ_pro_bar,3,-1.60%,0.00%,-1.04%,-2.41%,0.0,0.0
002965.SZ_pro_bar,0,None,None,None,None,,
002966.SZ_pro_bar,0,None,None,None,None,,
002967.SZ_pro_bar,0,None,None,None,None,,
002968.SZ_pro_bar,0,None,None,None,None,,
002969.SZ_pro_bar,5,-2.59%,20.00%,0.21%,-7.89%,0.065,0.006
002970.SZ_pro_bar,2,-0.66%,50.00%,1.21%,-2.52%,0.479,0.068
002971.SZ_pro_bar,3,-2.35%,33.33%,3.63%,-10.19%,0.68,0.085
002972.SZ_pro_bar,0,None,None,None,None,,
002973.SZ_pro_bar,2,-3.50%,0.00%,-1.00%,-6.00%,0.0,0.0
002975.SZ_pro_bar,1,-2.57%,0.00%,-2.57%,-2.57%,0.0,0.0
002976.SZ_pro_bar,9,1.52%,66.67%,8.66%,-2.64%,1.79,0.767
002977.SZ_pro_bar,3,-0.05%,33.33%,2.12%,-1.28%,1.877,0.235
002978.SZ_pro_bar,1,2.28%,100.00%,2.28%,0.00%,1.023,0.17
002979.SZ_pro_bar,2,1.34%,50.00%,2.78%,-0.10%,27.425,3.918
002980.SZ_pro_bar,2,-6.31%,0.00%,-4.01%,-8.61%,0.0,0.0
002981.SZ_pro_bar,0,None,None,None,None,,
002982.SZ_pro_bar,3,-4.54%,0.00%,-3.81%,-5.37%,0.0,0.0
002983.SZ_pro_bar,1,2.60%,100.00%,2.60%,0.00%,1.026,0.171
002984.SZ_pro_bar,0,None,None,None,None,,
002985.SZ_pro_bar,1,-1.97%,0.00%,-1.97%,-1.97%,0.0,0.0
002986.SZ_pro_bar,0,None,None,None,None,,
002987.SZ_pro_bar,1,0.76%,100.00%,0.76%,0.00%,1.008,0.168
002988.SZ_pro_bar,0,None,None,None,None,,
002989.SZ_pro_bar,2,1.98%,50.00%,11.63%,-7.68%,1.515,0.216
002990.SZ_pro_bar,0,None,None,None,None,,
002991.SZ_pro_bar,0,None,None,None,None,,
002992.SZ_pro_bar,3,-3.95%,0.00%,-1.51%,-6.48%,0.0,0.0
002993.SZ_pro_bar,0,None,None,None,None,,
002995.SZ_pro_bar,1,29.38%,100.00%,29.38%,0.00%,1.294,0.216
002996.SZ_pro_bar,0,None,None,None,None,,
002997.SZ_pro_bar,2,0.37%,100.00%,0.68%,0.05%,1.004,0.287
002998.SZ_pro_bar,0,None,None,None,None,,
002999.SZ_pro_bar,7,-0.97%,28.57%,4.34%,-4.64%,1.32,0.22
003000.SZ_pro_bar,0,None,None,None,None,,
003001.SZ_pro_bar,1,0.16%,100.00%,0.16%,0.00%,1.002,0.167
003002.SZ_pro_bar,1,-2.56%,0.00%,-2.56%,-2.56%,0.0,0.0
003003.SZ_pro_bar,2,1.16%,50.00%,2.75%,-0.44%,6.319,0.903
003004.SZ_pro_bar,1,0.04%,100.00%,0.04%,0.00%,1.0,0.167
003005.SZ_pro_bar,1,0.05%,100.00%,0.05%,0.00%,1.001,0.167
003006.SZ_pro_bar,1,10.51%,100.00%,10.51%,0.00%,1.105,0.184
003007.SZ_pro_bar,4,-0.72%,50.00%,2.05%,-3.00%,0.482,0.107
003008.SZ_pro_bar,3,0.48%,66.67%,1.35%,-0.46%,2.059,0.515
003009.SZ_pro_bar,2,-0.93%,50.00%,0.98%,-2.85%,0.345,0.049
003010.SZ_pro_bar,2,-0.95%,50.00%,2.09%,-3.99%,0.524,0.075
003011.SZ_pro_bar,1,-3.01%,0.00%,-3.01%,-3.01%,0.0,0.0
003012.SZ_pro_bar,1,0.07%,100.00%,0.07%,0.00%,1.001,0.167
003013.SZ_pro_bar,2,0.78%,100.00%,1.42%,0.14%,1.008,0.288
003015.SZ_pro_bar,2,-0.60%,0.00%,-0.32%,-0.87%,0.0,0.0
003016.SZ_pro_bar,2,2.08%,100.00%,4.03%,0.13%,1.021,0.292
003017.SZ_pro_bar,0,None,None,None,None,,
003018.SZ_pro_bar,2,-0.99%,50.00%,3.03%,-5.02%,0.604,0.086
003019.SZ_pro_bar,4,-1.69%,25.00%,2.31%,-3.84%,0.763,0.085
003020.SZ_pro_bar,1,-0.88%,0.00%,-0.88%,-0.88%,0.0,0.0
003021.SZ_pro_bar,0,None,None,None,None,,
003022.SZ_pro_bar,0,None,None,None,None,,
003023.SZ_pro_bar,0,None,None,None,None,,
003025.SZ_pro_bar,1,6.59%,100.00%,6.59%,0.00%,1.066,0.178
003026.SZ_pro_bar,3,0.68%,66.67%,3.96%,-4.38%,0.733,0.183
003027.SZ_pro_bar,1,-1.73%,0.00%,-1.73%,-1.73%,0.0,0.0
003028.SZ_pro_bar,0,None,None,None,None,,
003029.SZ_pro_bar,5,1.72%,80.00%,4.42%,-0.67%,3.45,1.38
003030.SZ_pro_bar,1,-1.36%,0.00%,-1.36%,-1.36%,0.0,0.0
003031.SZ_pro_bar,1,1.01%,100.00%,1.01%,0.00%,1.01,0.168
003032.SZ_pro_bar,4,-0.17%,25.00%,5.29%,-5.07%,2.66,0.296
003033.SZ_pro_bar,3,-2.07%,33.33%,0.82%,-5.22%,0.233,0.029
003035.SZ_pro_bar,3,1.77%,66.67%,4.80%,-1.43%,2.356,0.589
003036.SZ_pro_bar,0,None,None,None,None,,
003037.SZ_pro_bar,0,None,None,None,None,,
003038.SZ_pro_bar,0,None,None,None,None,,
003039.SZ_pro_bar,3,0.42%,66.67%,2.79%,-3.71%,0.668,0.167
003040.SZ_pro_bar,2,5.38%,50.00%,14.73%,-3.96%,3.716,0.531
003041.SZ_pro_bar,1,-0.99%,0.00%,-0.99%,-0.99%,0.0,0.0
003042.SZ_pro_bar,4,-0.40%,25.00%,5.57%,-4.56%,2.327,0.259
003043.SZ_pro_bar,1,-3.57%,0.00%,-3.57%,-3.57%,0.0,0.0
003816.SZ_pro_bar,1,1.11%,100.00%,1.11%,0.00%,1.011,0.169
300001.SZ_pro_bar,0,None,None,None,None,,
300002.SZ_pro_bar,2,3.56%,100.00%,6.07%,1.04%,1.036,0.296
300003.SZ_pro_bar,1,-3.31%,0.00%,-3.31%,-3.31%,0.0,0.0
300004.SZ_pro_bar,4,2.15%,75.00%,6.17%,-4.69%,0.944,0.315
300005.SZ_pro_bar,2,-0.98%,50.00%,2.14%,-4.10%,0.522,0.075
300006.SZ_pro_bar,3,-0.77%,33.33%,1.37%,-2.90%,0.743,0.093
300007.SZ_pro_bar,1,1.01%,100.00%,1.01%,0.00%,1.01,0.168
300008.SZ_pro_bar,4,2.00%,75.00%,6.00%,0.00%,1.027,0.342
300009.SZ_pro_bar,0,None,None,None,None,,
300010.SZ_pro_bar,2,2.44%,100.00%,3.63%,1.24%,1.024,0.293
300011.SZ_pro_bar,3,-2.23%,33.33%,5.83%,-12.52%,0.466,0.058
300012.SZ_pro_bar,0,None,None,None,None,,
300013.SZ_pro_bar,3,2.49%,66.67%,7.19%,-0.71%,5.721,1.43
300014.SZ_pro_bar,0,None,None,None,None,,
300015.SZ_pro_bar,0,None,None,None,None,,
300016.SZ_pro_bar,2,-1.19%,50.00%,0.26%,-2.65%,0.099,0.014
300017.SZ_pro_bar,0,None,None,None,None,,
300018.SZ_pro_bar,5,0.33%,60.00%,6.06%,-3.35%,0.884,0.265
300019.SZ_pro_bar,4,-1.79%,50.00%,1.26%,-5.59%,0.216,0.048
300020.SZ_pro_bar,2,-4.37%,50.00%,0.50%,-9.24%,0.054,0.008
300021.SZ_pro_bar,3,0.50%,66.67%,1.30%,-0.64%,1.662,0.416
300022.SZ_pro_bar,3,0.19%,66.67%,3.70%,-4.81%,0.56,0.14
300024.SZ_pro_bar,0,None,None,None,None,,
300025.SZ_pro_bar,1,-3.90%,0.00%,-3.90%,-3.90%,0.0,0.0
300026.SZ_pro_bar,0,None,None,None,None,,
300027.SZ_pro_bar,3,-0.67%,33.33%,3.14%,-2.81%,1.217,0.152
300029.SZ_pro_bar,4,-3.49%,0.00%,-0.76%,-10.36%,0.0,0.0
300030.SZ_pro_bar,6,0.80%,50.00%,4.34%,-1.82%,2.439,0.665
300031.SZ_pro_bar,1,1.36%,100.00%,1.36%,0.00%,1.014,0.169
300032.SZ_pro_bar,4,-2.22%,25.00%,3.98%,-9.07%,0.929,0.103
300033.SZ_pro_bar,0,None,None,None,None,,
300034.SZ_pro_bar,1,3.06%,100.00%,3.06%,0.00%,1.031,0.172
300035.SZ_pro_bar,2,-2.12%,50.00%,0.55%,-4.79%,0.114,0.016
300036.SZ_pro_bar,2,0.92%,50.00%,2.69%,-0.85%,3.183,0.455
300037.SZ_pro_bar,0,None,None,None,None,,
300039.SZ_pro_bar,2,1.39%,50.00%,2.77%,0.00%,1.028,0.147
300040.SZ_pro_bar,1,-0.45%,0.00%,-0.45%,-0.45%,0.0,0.0
300041.SZ_pro_bar,1,-0.38%,0.00%,-0.38%,-0.38%,0.0,0.0
300042.SZ_pro_bar,0,None,None,None,None,,
300043.SZ_pro_bar,4,0.57%,25.00%,8.07%,-2.93%,4.181,0.465
300044.SZ_pro_bar,1,0.77%,100.00%,0.77%,0.00%,1.008,0.168
300045.SZ_pro_bar,2,3.08%,100.00%,3.30%,2.86%,1.031,0.295
300046.SZ_pro_bar,1,15.78%,100.00%,15.78%,0.00%,1.158,0.193
300047.SZ_pro_bar,1,1.79%,100.00%,1.79%,0.00%,1.018,0.17
300048.SZ_pro_bar,7,2.72%,71.43%,8.42%,-2.53%,2.81,1.171
300049.SZ_pro_bar,1,37.44%,100.00%,37.44%,0.00%,1.374,0.229
300050.SZ_pro_bar,5,1.73%,40.00%,14.63%,-6.46%,3.306,0.661
300051.SZ_pro_bar,6,1.19%,83.33%,4.57%,-2.81%,0.707,0.321
300052.SZ_pro_bar,2,-0.44%,50.00%,0.94%,-1.81%,0.519,0.074
300053.SZ_pro_bar,3,0.05%,66.67%,2.19%,-2.40%,0.532,0.133
300054.SZ_pro_bar,0,None,None,None,None,,
300055.SZ_pro_bar,1,6.97%,100.00%,6.97%,0.00%,1.07,0.178
300056.SZ_pro_bar,1,-3.29%,0.00%,-3.29%,-3.29%,0.0,0.0
300057.SZ_pro_bar,0,None,None,None,None,,
300058.SZ_pro_bar,2,0.52%,50.00%,3.89%,-2.86%,1.361,0.194
300059.SZ_pro_bar,0,None,None,None,None,,
300061.SZ_pro_bar,3,3.53%,33.33%,11.70%,-0.60%,21.009,2.626
300062.SZ_pro_bar,1,-0.24%,0.00%,-0.24%,-0.24%,0.0,0.0
300063.SZ_pro_bar,4,6.33%,25.00%,32.28%,-3.58%,13.904,1.545
300065.SZ_pro_bar,0,None,None,None,None,,
300066.SZ_pro_bar,3,3.13%,33.33%,11.60%,-1.13%,10.535,1.317
300067.SZ_pro_bar,4,0.86%,75.00%,7.14%,-5.10%,0.559,0.186
300068.SZ_pro_bar,0,None,None,None,None,,
300069.SZ_pro_bar,2,-1.66%,50.00%,0.14%,-3.46%,0.041,0.006
300070.SZ_pro_bar,1,11.83%,100.00%,11.83%,0.00%,1.118,0.186
300071.SZ_pro_bar,3,11.65%,66.67%,19.77%,-4.09%,4.772,1.193
300072.SZ_pro_bar,1,-1.87%,0.00%,-1.87%,-1.87%,0.0,0.0
300073.SZ_pro_bar,1,0.59%,100.00%,0.59%,0.00%,1.006,0.168
300074.SZ_pro_bar,6,0.19%,50.00%,6.07%,-4.21%,1.119,0.305
300075.SZ_pro_bar,2,-0.98%,50.00%,1.20%,-3.16%,0.381,0.054
300076.SZ_pro_bar,2,-0.26%,50.00%,2.65%,-3.17%,0.836,0.119
300077.SZ_pro_bar,1,1.96%,100.00%,1.96%,0.00%,1.02,0.17
300078.SZ_pro_bar,2,-5.53%,0.00%,-4.37%,-6.68%,0.0,0.0
300079.SZ_pro_bar,2,0.12%,50.00%,1.28%,-1.04%,1.239,0.177
300080.SZ_pro_bar,2,7.22%,50.00%,17.29%,-2.85%,6.073,0.868
300081.SZ_pro_bar,1,-0.19%,0.00%,-0.19%,-0.19%,0.0,0.0
300082.SZ_pro_bar,3,3.55%,66.67%,9.69%,-1.13%,5.196,1.299
300083.SZ_pro_bar,1,-3.66%,0.00%,-3.66%,-3.66%,0.0,0.0
300084.SZ_pro_bar,5,0.13%,40.00%,8.64%,-6.29%,1.596,0.319
300085.SZ_pro_bar,5,-5.21%,0.00%,-0.06%,-14.72%,0.0,0.0
300086.SZ_pro_bar,2,-2.87%,0.00%,-2.84%,-2.91%,0.0,0.0
300087.SZ_pro_bar,3,-4.00%,0.00%,-3.18%,-4.58%,0.0,0.0
300088.SZ_pro_bar,0,None,None,None,None,,
300091.SZ_pro_bar,3,0.50%,66.67%,1.32%,-1.05%,1.206,0.301
300092.SZ_pro_bar,3,-1.16%,33.33%,7.51%,-7.56%,1.365,0.171
300093.SZ_pro_bar,3,-2.04%,33.33%,1.47%,-4.40%,0.387,0.048
300094.SZ_pro_bar,1,1.92%,100.00%,1.92%,0.00%,1.019,0.17
300095.SZ_pro_bar,5,1.73%,60.00%,10.42%,-2.14%,2.073,0.622
300096.SZ_pro_bar,3,4.49%,66.67%,8.98%,0.00%,1.067,0.267
300097.SZ_pro_bar,1,4.85%,100.00%,4.85%,0.00%,1.049,0.175
300098.SZ_pro_bar,2,0.59%,50.00%,2.93%,-1.75%,1.672,0.239
300099.SZ_pro_bar,5,-1.22%,20.00%,1.78%,-4.09%,0.905,0.091
300100.SZ_pro_bar,2,-0.17%,50.00%,0.49%,-0.84%,0.587,0.084
300101.SZ_pro_bar,2,2.20%,100.00%,3.17%,1.23%,1.022,0.292
300102.SZ_pro_bar,2,-1.62%,0.00%,-0.80%,-2.44%,0.0,0.0
300103.SZ_pro_bar,1,5.49%,100.00%,5.49%,0.00%,1.055,0.176
300105.SZ_pro_bar,2,-1.36%,50.00%,2.75%,-5.47%,0.502,0.072
300106.SZ_pro_bar,4,2.73%,75.00%,4.82%,0.00%,1.036,0.345
300107.SZ_pro_bar,4,0.71%,75.00%,5.43%,-5.44%,0.507,0.169
300109.SZ_pro_bar,1,-7.27%,0.00%,-7.27%,-7.27%,0.0,0.0
300110.SZ_pro_bar,2,-5.17%,0.00%,-3.73%,-6.61%,0.0,0.0
300111.SZ_pro_bar,6,-0.65%,33.33%,5.29%,-9.65%,1.073,0.195
300112.SZ_pro_bar,4,4.09%,100.00%,7.37%,2.68%,1.041,0.463
300113.SZ_pro_bar,1,-2.69%,0.00%,-2.69%,-2.69%,0.0,0.0
300115.SZ_pro_bar,0,None,None,None,None,,
300118.SZ_pro_bar,0,None,None,None,None,,
300119.SZ_pro_bar,0,None,None,None,None,,
300120.SZ_pro_bar,2,2.68%,100.00%,2.78%,2.57%,1.027,0.293
300121.SZ_pro_bar,2,5.20%,50.00%,15.28%,-4.89%,3.127,0.447
300122.SZ_pro_bar,0,None,None,None,None,,
300123.SZ_pro_bar,2,-3.86%,0.00%,-0.86%,-6.87%,0.0,0.0
300124.SZ_pro_bar,0,None,None,None,None,,
300125.SZ_pro_bar,0,None,None,None,None,,
300126.SZ_pro_bar,3,4.13%,100.00%,10.40%,0.83%,1.041,0.39
300127.SZ_pro_bar,3,2.98%,66.67%,10.62%,-4.08%,1.595,0.399
300128.SZ_pro_bar,4,10.93%,75.00%,35.98%,-2.71%,5.712,1.904
300129.SZ_pro_bar,5,-0.62%,40.00%,3.01%,-4.56%,0.537,0.107
300130.SZ_pro_bar,0,None,None,None,None,,
300131.SZ_pro_bar,3,-0.52%,66.67%,1.95%,-4.07%,0.308,0.077
300132.SZ_pro_bar,3,0.33%,66.67%,3.94%,-3.89%,0.628,0.157
300133.SZ_pro_bar,3,1.16%,33.33%,6.12%,-2.18%,4.612,0.577
300134.SZ_pro_bar,2,1.70%,50.00%,6.00%,-2.60%,2.304,0.329
300135.SZ_pro_bar,3,-0.89%,33.33%,2.89%,-4.17%,1.041,0.13
300136.SZ_pro_bar,0,None,None,None,None,,
300137.SZ_pro_bar,2,-0.58%,0.00%,-0.50%,-0.66%,0.0,0.0
300138.SZ_pro_bar,2,0.85%,100.00%,1.27%,0.42%,1.008,0.288
300139.SZ_pro_bar,1,-1.59%,0.00%,-1.59%,-1.59%,0.0,0.0
300140.SZ_pro_bar,1,-8.78%,0.00%,-8.78%,-8.78%,0.0,0.0
300141.SZ_pro_bar,0,None,None,None,None,,
300142.SZ_pro_bar,0,None,None,None,None,,
300143.SZ_pro_bar,2,-5.08%,0.00%,-3.28%,-6.88%,0.0,0.0
300144.SZ_pro_bar,0,None,None,None,None,,
300145.SZ_pro_bar,3,3.75%,66.67%,11.51%,-3.86%,1.959,0.49
300146.SZ_pro_bar,0,None,None,None,None,,
300147.SZ_pro_bar,1,-2.45%,0.00%,-2.45%,-2.45%,0.0,0.0
