代码,信号数,平均收益,胜率,最大收益,最大亏损,盈亏比,平均盈亏比
603059.SH_pro_bar,4,-0.95%,50.00%,0.74%,-3.84%,0.186,0.041
603060.SH_pro_bar,0,None,None,None,None,,
603061.SH_pro_bar,0,None,None,None,None,,
603062.SH_pro_bar,0,None,None,None,None,,
603063.SH_pro_bar,0,None,None,None,None,,
603065.SH_pro_bar,3,-2.98%,0.00%,-1.31%,-4.12%,0.0,0.0
603066.SH_pro_bar,4,1.10%,50.00%,4.93%,-0.66%,4.906,1.09
603067.SH_pro_bar,2,2.93%,50.00%,8.12%,-2.26%,3.597,0.514
603068.SH_pro_bar,3,-1.00%,33.33%,2.31%,-2.92%,0.871,0.109
603069.SH_pro_bar,2,2.20%,50.00%,4.67%,-0.28%,16.829,2.404
603070.SH_pro_bar,4,0.17%,75.00%,1.65%,-2.17%,0.438,0.146
603071.SH_pro_bar,0,None,None,None,None,,
603072.SH_pro_bar,0,None,None,None,None,,
603073.SH_pro_bar,0,None,None,None,None,,
603075.SH_pro_bar,0,None,None,None,None,,
603076.SH_pro_bar,1,-3.22%,0.00%,-3.22%,-3.22%,0.0,0.0
603077.SH_pro_bar,1,-1.33%,0.00%,-1.33%,-1.33%,0.0,0.0
603078.SH_pro_bar,1,6.29%,100.00%,6.29%,0.00%,1.063,0.177
603079.SH_pro_bar,2,-5.45%,0.00%,-1.85%,-9.06%,0.0,0.0
603080.SH_pro_bar,1,-0.56%,0.00%,-0.56%,-0.56%,0.0,0.0
603081.SH_pro_bar,2,0.56%,50.00%,1.83%,-0.70%,2.6,0.371
603082.SH_pro_bar,1,-6.05%,0.00%,-6.05%,-6.05%,0.0,0.0
603083.SH_pro_bar,1,1.34%,100.00%,1.34%,0.00%,1.013,0.169
603085.SH_pro_bar,3,0.26%,66.67%,1.64%,-1.35%,0.786,0.196
603086.SH_pro_bar,2,-3.09%,0.00%,-2.36%,-3.82%,0.0,0.0
603087.SH_pro_bar,0,None,None,None,None,,
603088.SH_pro_bar,1,-0.65%,0.00%,-0.65%,-0.65%,0.0,0.0
603089.SH_pro_bar,3,2.32%,33.33%,16.15%,-6.70%,3.52,0.44
603090.SH_pro_bar,7,1.49%,71.43%,7.06%,-3.47%,1.259,0.525
603091.SH_pro_bar,0,None,None,None,None,,
603093.SH_pro_bar,1,-1.08%,0.00%,-1.08%,-1.08%,0.0,0.0
603095.SH_pro_bar,2,-4.16%,0.00%,-1.37%,-6.96%,0.0,0.0
603096.SH_pro_bar,0,None,None,None,None,,
603097.SH_pro_bar,1,13.02%,100.00%,13.02%,0.00%,1.13,0.188
603098.SH_pro_bar,3,7.54%,100.00%,20.60%,0.53%,1.075,0.403
603099.SH_pro_bar,6,5.62%,50.00%,20.86%,-3.28%,6.829,1.863
603100.SH_pro_bar,0,None,None,None,None,,
603101.SH_pro_bar,4,4.19%,75.00%,13.07%,-0.15%,36.77,12.257
603102.SH_pro_bar,0,None,None,None,None,,
603103.SH_pro_bar,4,-0.68%,50.00%,0.76%,-2.00%,0.292,0.065
603105.SH_pro_bar,2,-8.66%,0.00%,-8.42%,-8.91%,0.0,0.0
603106.SH_pro_bar,2,1.34%,50.00%,2.88%,-0.19%,15.085,2.155
603107.SH_pro_bar,2,0.55%,50.00%,1.11%,0.00%,1.011,0.144
603108.SH_pro_bar,1,-11.50%,0.00%,-11.50%,-11.50%,0.0,0.0
603109.SH_pro_bar,2,-1.05%,50.00%,1.14%,-3.24%,0.351,0.05
603110.SH_pro_bar,4,0.11%,25.00%,7.65%,-3.95%,3.177,0.353
603111.SH_pro_bar,4,-0.91%,25.00%,1.15%,-3.82%,0.723,0.08
603112.SH_pro_bar,1,0.78%,100.00%,0.78%,0.00%,1.008,0.168
603113.SH_pro_bar,0,None,None,None,None,,
603115.SH_pro_bar,4,0.18%,50.00%,5.25%,-4.05%,1.139,0.253
603116.SH_pro_bar,4,0.12%,25.00%,5.23%,-2.70%,2.207,0.245
603117.SH_pro_bar,5,-3.56%,40.00%,0.83%,-13.38%,0.086,0.017
603118.SH_pro_bar,1,0.24%,100.00%,0.24%,0.00%,1.002,0.167
603119.SH_pro_bar,0,None,None,None,None,,
603120.SH_pro_bar,0,None,None,None,None,,
603121.SH_pro_bar,1,-3.39%,0.00%,-3.39%,-3.39%,0.0,0.0
603122.SH_pro_bar,0,None,None,None,None,,
603123.SH_pro_bar,1,0.00%,0.00%,0.00%,0.00%,1.0,0.0
603124.SH_pro_bar,0,None,None,None,None,,
603125.SH_pro_bar,1,-6.35%,0.00%,-6.35%,-6.35%,0.0,0.0
603126.SH_pro_bar,4,1.41%,75.00%,7.95%,-4.27%,0.774,0.258
603127.SH_pro_bar,0,None,None,None,None,,
603128.SH_pro_bar,1,-1.77%,0.00%,-1.77%,-1.77%,0.0,0.0
603129.SH_pro_bar,0,None,None,None,None,,
603130.SH_pro_bar,3,-2.61%,33.33%,0.39%,-6.64%,0.095,0.012
603131.SH_pro_bar,2,-1.65%,50.00%,0.98%,-4.27%,0.228,0.033
603132.SH_pro_bar,3,-2.04%,33.33%,0.09%,-4.94%,0.028,0.003
603135.SH_pro_bar,0,None,None,None,None,,
603136.SH_pro_bar,3,0.13%,33.33%,1.57%,-0.88%,2.663,0.333
603137.SH_pro_bar,1,0.75%,100.00%,0.75%,0.00%,1.008,0.168
603138.SH_pro_bar,1,0.99%,100.00%,0.99%,0.00%,1.01,0.168
603139.SH_pro_bar,4,-2.21%,50.00%,1.03%,-8.83%,0.187,0.042
603150.SH_pro_bar,2,1.50%,100.00%,2.85%,0.15%,1.015,0.29
603151.SH_pro_bar,0,None,None,None,None,,
603153.SH_pro_bar,1,1.09%,100.00%,1.09%,0.00%,1.011,0.168
603155.SH_pro_bar,0,None,None,None,None,,
603156.SH_pro_bar,1,0.93%,100.00%,0.93%,0.00%,1.009,0.168
603158.SH_pro_bar,2,0.18%,50.00%,3.29%,-2.94%,1.121,0.16
603159.SH_pro_bar,3,0.96%,33.33%,6.38%,-1.93%,3.634,0.454
603160.SH_pro_bar,4,-2.14%,25.00%,0.52%,-6.99%,0.171,0.019
603161.SH_pro_bar,2,6.02%,100.00%,9.42%,2.62%,1.06,0.303
603162.SH_pro_bar,2,-2.13%,0.00%,-0.83%,-3.42%,0.0,0.0
603163.SH_pro_bar,0,None,None,None,None,,
603165.SH_pro_bar,6,-0.28%,33.33%,3.01%,-4.68%,1.533,0.279
603166.SH_pro_bar,3,6.11%,66.67%,22.87%,-5.18%,2.27,0.568
603167.SH_pro_bar,3,-0.26%,33.33%,2.96%,-3.10%,1.584,0.198
603168.SH_pro_bar,2,0.07%,50.00%,1.00%,-0.87%,1.151,0.164
603169.SH_pro_bar,3,-0.85%,33.33%,0.39%,-2.51%,0.266,0.033
603170.SH_pro_bar,0,None,None,None,None,,
603171.SH_pro_bar,2,-2.59%,0.00%,-0.48%,-4.70%,0.0,0.0
603172.SH_pro_bar,0,None,None,None,None,,
603173.SH_pro_bar,1,0.00%,0.00%,0.00%,0.00%,1.0,0.0
603176.SH_pro_bar,1,1.50%,100.00%,1.50%,0.00%,1.015,0.169
603177.SH_pro_bar,3,-2.32%,0.00%,-0.95%,-3.06%,0.0,0.0
603178.SH_pro_bar,4,0.63%,50.00%,3.24%,-1.52%,2.087,0.464
603179.SH_pro_bar,1,4.14%,100.00%,4.14%,0.00%,1.041,0.174
603180.SH_pro_bar,2,-1.37%,0.00%,-0.95%,-1.79%,0.0,0.0
603181.SH_pro_bar,0,None,None,None,None,,
603182.SH_pro_bar,3,-0.96%,33.33%,0.86%,-2.72%,0.459,0.057
603183.SH_pro_bar,5,-2.24%,20.00%,3.24%,-9.62%,0.899,0.09
603185.SH_pro_bar,1,0.00%,0.00%,0.00%,0.00%,1.0,0.0
603186.SH_pro_bar,1,1.32%,100.00%,1.32%,0.00%,1.013,0.169
603187.SH_pro_bar,0,None,None,None,None,,
603188.SH_pro_bar,0,None,None,None,None,,
603189.SH_pro_bar,1,-6.30%,0.00%,-6.30%,-6.30%,0.0,0.0
603190.SH_pro_bar,0,None,None,None,None,,
603191.SH_pro_bar,0,None,None,None,None,,
603192.SH_pro_bar,2,0.26%,50.00%,0.58%,-0.05%,11.092,1.585
603193.SH_pro_bar,0,None,None,None,None,,
603194.SH_pro_bar,0,None,None,None,None,,
603195.SH_pro_bar,0,None,None,None,None,,
603196.SH_pro_bar,4,0.24%,50.00%,8.81%,-4.95%,1.107,0.246
603197.SH_pro_bar,3,-0.24%,33.33%,4.46%,-3.30%,1.72,0.215
603198.SH_pro_bar,1,0.45%,100.00%,0.45%,0.00%,1.004,0.167
603199.SH_pro_bar,3,2.45%,33.33%,10.46%,-2.87%,6.722,0.84
603200.SH_pro_bar,1,3.98%,100.00%,3.98%,0.00%,1.04,0.173
603201.SH_pro_bar,0,None,None,None,None,,
603202.SH_pro_bar,0,None,None,None,None,,
603203.SH_pro_bar,1,-1.38%,0.00%,-1.38%,-1.38%,0.0,0.0
603205.SH_pro_bar,0,None,None,None,None,,
603206.SH_pro_bar,0,None,None,None,None,,
603207.SH_pro_bar,1,11.89%,100.00%,11.89%,0.00%,1.119,0.186
603208.SH_pro_bar,1,-1.40%,0.00%,-1.40%,-1.40%,0.0,0.0
603209.SH_pro_bar,1,-0.55%,0.00%,-0.55%,-0.55%,0.0,0.0
603210.SH_pro_bar,0,None,None,None,None,,
603211.SH_pro_bar,4,-0.28%,25.00%,4.59%,-3.55%,2.41,0.268
603212.SH_pro_bar,3,-0.03%,33.33%,4.92%,-2.60%,1.963,0.245
603213.SH_pro_bar,0,None,None,None,None,,
603214.SH_pro_bar,2,2.18%,50.00%,8.47%,-4.11%,2.062,0.295
603215.SH_pro_bar,2,1.55%,50.00%,4.53%,-1.43%,3.162,0.452
603216.SH_pro_bar,1,-4.29%,0.00%,-4.29%,-4.29%,0.0,0.0
603217.SH_pro_bar,2,1.41%,50.00%,4.16%,-1.35%,3.081,0.44
603218.SH_pro_bar,1,6.37%,100.00%,6.37%,0.00%,1.064,0.177
603219.SH_pro_bar,1,-1.68%,0.00%,-1.68%,-1.68%,0.0,0.0
603220.SH_pro_bar,0,None,None,None,None,,
603221.SH_pro_bar,6,-2.33%,16.67%,0.73%,-6.67%,0.247,0.022
603222.SH_pro_bar,1,-1.34%,0.00%,-1.34%,-1.34%,0.0,0.0
603223.SH_pro_bar,1,-4.59%,0.00%,-4.59%,-4.59%,0.0,0.0
603225.SH_pro_bar,1,0.00%,0.00%,0.00%,0.00%,1.0,0.0
603226.SH_pro_bar,4,1.36%,75.00%,5.70%,-1.33%,1.701,0.567
603227.SH_pro_bar,5,1.03%,80.00%,3.27%,-2.75%,0.721,0.288
603228.SH_pro_bar,2,2.88%,50.00%,6.00%,-0.24%,24.764,3.538
603229.SH_pro_bar,3,7.07%,33.33%,27.44%,-3.89%,8.814,1.102
603230.SH_pro_bar,2,-0.05%,50.00%,0.91%,-1.01%,0.898,0.128
603231.SH_pro_bar,2,-1.33%,0.00%,-0.91%,-1.74%,0.0,0.0
603232.SH_pro_bar,4,1.53%,25.00%,11.88%,-3.36%,6.208,0.69
603233.SH_pro_bar,0,None,None,None,None,,
603235.SH_pro_bar,0,None,None,None,None,,
603236.SH_pro_bar,0,None,None,None,None,,
603237.SH_pro_bar,1,-0.70%,0.00%,-0.70%,-0.70%,0.0,0.0
603238.SH_pro_bar,2,-1.80%,0.00%,-0.67%,-2.93%,0.0,0.0
603239.SH_pro_bar,2,1.83%,50.00%,4.72%,-1.06%,4.453,0.636
603255.SH_pro_bar,0,None,None,None,None,,
603256.SH_pro_bar,3,0.45%,33.33%,7.51%,-6.16%,1.219,0.152
603257.SH_pro_bar,0,None,None,None,None,,
603258.SH_pro_bar,3,-0.47%,33.33%,2.35%,-2.86%,1.253,0.157
603259.SH_pro_bar,0,None,None,None,None,,
603260.SH_pro_bar,0,None,None,None,None,,
603261.SH_pro_bar,1,4.48%,100.00%,4.48%,0.00%,1.045,0.174
603266.SH_pro_bar,2,0.92%,50.00%,8.61%,-6.78%,1.271,0.182
603267.SH_pro_bar,0,None,None,None,None,,
603268.SH_pro_bar,2,-5.86%,50.00%,1.18%,-12.90%,0.092,0.013
603269.SH_pro_bar,3,-2.46%,33.33%,0.77%,-6.94%,0.189,0.024
603270.SH_pro_bar,1,22.81%,100.00%,22.81%,0.00%,1.228,0.205
603271.SH_pro_bar,0,None,None,None,None,,
603272.SH_pro_bar,1,1.70%,100.00%,1.70%,0.00%,1.017,0.169
603273.SH_pro_bar,1,2.29%,100.00%,2.29%,0.00%,1.023,0.17
603275.SH_pro_bar,0,None,None,None,None,,
603276.SH_pro_bar,1,4.11%,100.00%,4.11%,0.00%,1.041,0.174
603277.SH_pro_bar,6,0.05%,16.67%,13.15%,-4.01%,5.117,0.465
603278.SH_pro_bar,4,0.76%,75.00%,2.73%,-1.00%,1.345,0.448
603279.SH_pro_bar,3,-3.69%,0.00%,-1.68%,-5.49%,0.0,0.0
603280.SH_pro_bar,1,3.89%,100.00%,3.89%,0.00%,1.039,0.173
603281.SH_pro_bar,0,None,None,None,None,,
603282.SH_pro_bar,0,None,None,None,None,,
603283.SH_pro_bar,1,-0.89%,0.00%,-0.89%,-0.89%,0.0,0.0
603285.SH_pro_bar,1,0.65%,100.00%,0.65%,0.00%,1.006,0.168
603286.SH_pro_bar,4,-5.08%,0.00%,-1.75%,-7.62%,0.0,0.0
603288.SH_pro_bar,0,None,None,None,None,,
603289.SH_pro_bar,2,-1.94%,0.00%,-0.53%,-3.34%,0.0,0.0
603290.SH_pro_bar,0,None,None,None,None,,
603291.SH_pro_bar,0,None,None,None,None,,
603296.SH_pro_bar,0,None,None,None,None,,
603297.SH_pro_bar,1,-6.01%,0.00%,-6.01%,-6.01%,0.0,0.0
603298.SH_pro_bar,0,None,None,None,None,,
603299.SH_pro_bar,4,-3.07%,25.00%,2.04%,-8.47%,0.427,0.047
603300.SH_pro_bar,2,0.04%,50.00%,3.05%,-2.96%,1.03,0.147
603301.SH_pro_bar,2,10.31%,50.00%,21.87%,-1.26%,17.385,2.484
603303.SH_pro_bar,1,-0.57%,0.00%,-0.57%,-0.57%,0.0,0.0
603305.SH_pro_bar,2,-0.97%,0.00%,-0.28%,-1.67%,0.0,0.0
603306.SH_pro_bar,4,-2.00%,25.00%,2.35%,-4.13%,0.682,0.076
603307.SH_pro_bar,0,None,None,None,None,,
603308.SH_pro_bar,0,None,None,None,None,,
603309.SH_pro_bar,1,-3.14%,0.00%,-3.14%,-3.14%,0.0,0.0
603310.SH_pro_bar,0,None,None,None,None,,
603311.SH_pro_bar,4,0.02%,25.00%,3.17%,-1.24%,3.089,0.343
603312.SH_pro_bar,0,None,None,None,None,,
603313.SH_pro_bar,1,1.60%,100.00%,1.60%,0.00%,1.016,0.169
603315.SH_pro_bar,2,1.02%,50.00%,4.76%,-2.72%,1.749,0.25
603316.SH_pro_bar,1,-4.84%,0.00%,-4.84%,-4.84%,0.0,0.0
603317.SH_pro_bar,0,None,None,None,None,,
603318.SH_pro_bar,3,-0.23%,66.67%,6.72%,-7.73%,0.456,0.114
603319.SH_pro_bar,1,-1.58%,0.00%,-1.58%,-1.58%,0.0,0.0
603320.SH_pro_bar,4,0.11%,50.00%,3.22%,-2.07%,1.127,0.25
603321.SH_pro_bar,3,2.91%,100.00%,7.32%,0.42%,1.029,0.386
603322.SH_pro_bar,1,-6.68%,0.00%,-6.68%,-6.68%,0.0,0.0
603323.SH_pro_bar,1,0.00%,0.00%,0.00%,0.00%,1.0,0.0
603324.SH_pro_bar,1,-4.50%,0.00%,-4.50%,-4.50%,0.0,0.0
603325.SH_pro_bar,0,None,None,None,None,,
603326.SH_pro_bar,6,-3.40%,16.67%,0.83%,-5.90%,0.196,0.018
603327.SH_pro_bar,0,None,None,None,None,,
603328.SH_pro_bar,0,None,None,None,None,,
603329.SH_pro_bar,2,-2.27%,0.00%,-1.64%,-2.89%,0.0,0.0
603330.SH_pro_bar,1,-4.53%,0.00%,-4.53%,-4.53%,0.0,0.0
603331.SH_pro_bar,7,-0.99%,42.86%,1.31%,-4.05%,0.346,0.087
603332.SH_pro_bar,3,-0.23%,33.33%,2.54%,-1.88%,1.568,0.196
603333.SH_pro_bar,0,None,None,None,None,,
603335.SH_pro_bar,2,-3.37%,50.00%,1.39%,-8.13%,0.171,0.024
603336.SH_pro_bar,3,0.94%,66.67%,4.49%,-2.01%,1.2,0.3
603337.SH_pro_bar,0,None,None,None,None,,
603338.SH_pro_bar,0,None,None,None,None,,
603339.SH_pro_bar,4,1.03%,75.00%,4.91%,-3.26%,0.753,0.251
603341.SH_pro_bar,1,7.84%,100.00%,7.84%,0.00%,1.078,0.18
603344.SH_pro_bar,2,1.34%,100.00%,2.38%,0.30%,1.013,0.29
603345.SH_pro_bar,0,None,None,None,None,,
603348.SH_pro_bar,0,None,None,None,None,,
603350.SH_pro_bar,0,None,None,None,None,,
603351.SH_pro_bar,3,-1.65%,33.33%,0.60%,-3.37%,0.215,0.027
603353.SH_pro_bar,1,-0.56%,0.00%,-0.56%,-0.56%,0.0,0.0
603355.SH_pro_bar,0,None,None,None,None,,
603356.SH_pro_bar,4,0.66%,50.00%,2.40%,-0.48%,5.678,1.262
603357.SH_pro_bar,1,2.60%,100.00%,2.60%,0.00%,1.026,0.171
603358.SH_pro_bar,1,-1.12%,0.00%,-1.12%,-1.12%,0.0,0.0
603359.SH_pro_bar,1,-1.23%,0.00%,-1.23%,-1.23%,0.0,0.0
603360.SH_pro_bar,2,0.01%,50.00%,1.75%,-1.72%,1.013,0.145
603363.SH_pro_bar,1,4.75%,100.00%,4.75%,0.00%,1.047,0.175
603365.SH_pro_bar,0,None,None,None,None,,
603366.SH_pro_bar,3,-0.83%,0.00%,0.00%,-1.30%,0.0,0.0
603367.SH_pro_bar,0,None,None,None,None,,
603368.SH_pro_bar,0,None,None,None,None,,
603369.SH_pro_bar,1,-0.44%,0.00%,-0.44%,-0.44%,0.0,0.0
603373.SH_pro_bar,2,-3.14%,0.00%,-2.83%,-3.45%,0.0,0.0
603375.SH_pro_bar,0,None,None,None,None,,
603377.SH_pro_bar,1,3.03%,100.00%,3.03%,0.00%,1.03,0.172
603378.SH_pro_bar,4,2.21%,75.00%,6.24%,-4.94%,0.929,0.31
603379.SH_pro_bar,1,3.21%,100.00%,3.21%,0.00%,1.032,0.172
603380.SH_pro_bar,4,1.26%,75.00%,3.73%,-0.38%,4.745,1.582
603381.SH_pro_bar,1,-0.37%,0.00%,-0.37%,-0.37%,0.0,0.0
603382.SH_pro_bar,0,None,None,None,None,,
603383.SH_pro_bar,0,None,None,None,None,,
603385.SH_pro_bar,0,None,None,None,None,,
603386.SH_pro_bar,2,2.00%,50.00%,8.58%,-4.58%,1.875,0.268
603387.SH_pro_bar,1,1.43%,100.00%,1.43%,0.00%,1.014,0.169
603388.SH_pro_bar,3,2.93%,66.67%,9.13%,-3.93%,1.618,0.405
603389.SH_pro_bar,4,-1.99%,25.00%,3.88%,-6.28%,0.984,0.109
603390.SH_pro_bar,5,-0.32%,40.00%,3.65%,-6.37%,1.189,0.238
603391.SH_pro_bar,1,4.57%,100.00%,4.57%,0.00%,1.046,0.174
603392.SH_pro_bar,3,-2.79%,0.00%,-2.31%,-3.06%,0.0,0.0
603393.SH_pro_bar,0,None,None,None,None,,
603395.SH_pro_bar,0,None,None,None,None,,
603396.SH_pro_bar,0,None,None,None,None,,
603398.SH_pro_bar,1,0.49%,100.00%,0.49%,0.00%,1.005,0.167
603399.SH_pro_bar,2,-2.10%,0.00%,-1.85%,-2.34%,0.0,0.0
603400.SH_pro_bar,0,None,None,None,None,,
603408.SH_pro_bar,1,-0.77%,0.00%,-0.77%,-0.77%,0.0,0.0
603409.SH_pro_bar,0,None,None,None,None,,
603416.SH_pro_bar,0,None,None,None,None,,
603421.SH_pro_bar,4,-2.61%,0.00%,-0.68%,-4.31%,0.0,0.0
603429.SH_pro_bar,1,-8.84%,0.00%,-8.84%,-8.84%,0.0,0.0
603439.SH_pro_bar,0,None,None,None,None,,
603444.SH_pro_bar,1,-0.45%,0.00%,-0.45%,-0.45%,0.0,0.0
603456.SH_pro_bar,0,None,None,None,None,,
603458.SH_pro_bar,3,-0.66%,33.33%,2.17%,-2.87%,1.047,0.131
603466.SH_pro_bar,0,None,None,None,None,,
603477.SH_pro_bar,2,2.20%,100.00%,3.55%,0.86%,1.022,0.292
603486.SH_pro_bar,2,-0.73%,50.00%,0.41%,-1.86%,0.22,0.031
603488.SH_pro_bar,3,-1.30%,0.00%,-0.38%,-2.13%,0.0,0.0
603489.SH_pro_bar,1,18.03%,100.00%,18.03%,0.00%,1.18,0.197
603496.SH_pro_bar,1,3.07%,100.00%,3.07%,0.00%,1.031,0.172
603499.SH_pro_bar,2,-1.96%,50.00%,0.47%,-4.40%,0.107,0.015
603500.SH_pro_bar,3,3.34%,66.67%,12.15%,-3.55%,1.914,0.479
603501.SH_pro_bar,0,None,None,None,None,,
603505.SH_pro_bar,1,9.08%,100.00%,9.08%,0.00%,1.091,0.182
603506.SH_pro_bar,2,0.52%,50.00%,6.07%,-5.04%,1.205,0.172
603507.SH_pro_bar,0,None,None,None,None,,
603508.SH_pro_bar,1,0.07%,100.00%,0.07%,0.00%,1.001,0.167
603511.SH_pro_bar,4,-1.56%,0.00%,-0.36%,-3.56%,0.0,0.0
603515.SH_pro_bar,0,None,None,None,None,,
603516.SH_pro_bar,2,0.83%,50.00%,2.07%,-0.41%,4.99,0.713
603517.SH_pro_bar,0,None,None,None,None,,
603518.SH_pro_bar,4,-0.19%,50.00%,3.84%,-4.80%,0.885,0.197
603519.SH_pro_bar,4,-1.43%,25.00%,0.33%,-3.88%,0.162,0.018
603520.SH_pro_bar,1,4.88%,100.00%,4.88%,0.00%,1.049,0.175
603527.SH_pro_bar,2,2.31%,100.00%,3.88%,0.74%,1.023,0.292
603528.SH_pro_bar,7,-2.87%,14.29%,0.13%,-8.40%,0.04,0.003
603529.SH_pro_bar,1,-4.13%,0.00%,-4.13%,-4.13%,0.0,0.0
603530.SH_pro_bar,1,0.66%,100.00%,0.66%,0.00%,1.007,0.168
603533.SH_pro_bar,1,-1.40%,0.00%,-1.40%,-1.40%,0.0,0.0
603535.SH_pro_bar,2,11.45%,50.00%,23.93%,-1.03%,23.336,3.334
603536.SH_pro_bar,7,-0.31%,28.57%,20.19%,-8.14%,2.301,0.384
603538.SH_pro_bar,0,None,None,None,None,,
603551.SH_pro_bar,6,-0.15%,33.33%,5.95%,-2.97%,1.777,0.323
603556.SH_pro_bar,1,2.20%,100.00%,2.20%,0.00%,1.022,0.17
603557.SH_pro_bar,2,-2.75%,0.00%,-1.56%,-3.94%,0.0,0.0
603558.SH_pro_bar,0,None,None,None,None,,
603559.SH_pro_bar,1,1.44%,100.00%,1.44%,0.00%,1.014,0.169
603565.SH_pro_bar,1,-2.70%,0.00%,-2.70%,-2.70%,0.0,0.0
603566.SH_pro_bar,2,-3.00%,0.00%,-2.13%,-3.87%,0.0,0.0
603567.SH_pro_bar,2,-2.97%,0.00%,-2.72%,-3.22%,0.0,0.0
603568.SH_pro_bar,1,0.94%,100.00%,0.94%,0.00%,1.009,0.168
603569.SH_pro_bar,4,-2.37%,0.00%,-1.82%,-2.82%,0.0,0.0
603577.SH_pro_bar,2,-3.35%,0.00%,-2.65%,-4.05%,0.0,0.0
603578.SH_pro_bar,0,None,None,None,None,,
603579.SH_pro_bar,1,1.61%,100.00%,1.61%,0.00%,1.016,0.169
603580.SH_pro_bar,3,-1.04%,33.33%,2.53%,-3.12%,0.894,0.112
603583.SH_pro_bar,0,None,None,None,None,,
603585.SH_pro_bar,4,0.22%,25.00%,3.94%,-1.44%,3.868,0.43
603586.SH_pro_bar,2,-2.49%,0.00%,-1.14%,-3.84%,0.0,0.0
603587.SH_pro_bar,2,1.15%,50.00%,5.60%,-3.30%,1.693,0.242
603588.SH_pro_bar,2,-0.97%,0.00%,-0.84%,-1.10%,0.0,0.0
603589.SH_pro_bar,0,None,None,None,None,,
603590.SH_pro_bar,5,0.78%,60.00%,4.87%,-2.41%,1.233,0.37
603595.SH_pro_bar,2,-0.49%,50.00%,1.95%,-2.94%,0.664,0.095
603596.SH_pro_bar,0,None,None,None,None,,
603598.SH_pro_bar,5,-3.49%,20.00%,4.09%,-8.81%,0.759,0.076
603599.SH_pro_bar,1,1.56%,100.00%,1.56%,0.00%,1.016,0.169
603600.SH_pro_bar,4,-1.74%,50.00%,1.09%,-8.27%,0.079,0.018
603601.SH_pro_bar,1,4.66%,100.00%,4.66%,0.00%,1.047,0.174
603602.SH_pro_bar,2,-3.43%,0.00%,0.00%,-6.86%,0.0,0.0
603605.SH_pro_bar,0,None,None,None,None,,
603606.SH_pro_bar,1,3.96%,100.00%,3.96%,0.00%,1.04,0.173
603607.SH_pro_bar,3,-5.37%,0.00%,-3.27%,-7.54%,0.0,0.0
603608.SH_pro_bar,4,5.69%,50.00%,18.57%,-1.88%,7.368,1.637
603609.SH_pro_bar,5,0.16%,60.00%,3.29%,-2.38%,0.801,0.24
603610.SH_pro_bar,1,1.09%,100.00%,1.09%,0.00%,1.011,0.168
603611.SH_pro_bar,2,0.78%,50.00%,8.24%,-6.69%,1.232,0.176
603612.SH_pro_bar,2,7.66%,100.00%,14.05%,1.27%,1.077,0.308
603613.SH_pro_bar,0,None,None,None,None,,
603615.SH_pro_bar,4,-1.67%,25.00%,0.16%,-5.94%,0.072,0.008
603616.SH_pro_bar,3,7.50%,66.67%,13.78%,-2.86%,4.435,1.109
603617.SH_pro_bar,4,-1.95%,50.00%,3.61%,-11.20%,0.345,0.077
603618.SH_pro_bar,3,1.06%,66.67%,4.28%,-1.62%,1.476,0.369
603619.SH_pro_bar,1,-2.48%,0.00%,-2.48%,-2.48%,0.0,0.0
603626.SH_pro_bar,2,0.90%,50.00%,2.18%,-0.38%,5.752,0.822
603628.SH_pro_bar,4,-0.67%,25.00%,0.83%,-2.05%,0.708,0.079
603629.SH_pro_bar,2,0.19%,50.00%,1.41%,-1.04%,1.363,0.195
603630.SH_pro_bar,1,2.84%,100.00%,2.84%,0.00%,1.028,0.171
603633.SH_pro_bar,0,None,None,None,None,,
603636.SH_pro_bar,2,2.29%,50.00%,4.94%,-0.36%,13.703,1.958
603637.SH_pro_bar,3,-0.05%,33.33%,1.00%,-0.69%,1.721,0.215
603638.SH_pro_bar,4,0.10%,25.00%,8.78%,-3.35%,3.139,0.349
603639.SH_pro_bar,0,None,None,None,None,,
603648.SH_pro_bar,7,-1.56%,28.57%,2.10%,-8.33%,0.484,0.081
603650.SH_pro_bar,0,None,None,None,None,,
603655.SH_pro_bar,1,-10.08%,0.00%,-10.08%,-10.08%,0.0,0.0
603656.SH_pro_bar,4,-1.69%,50.00%,2.37%,-7.03%,0.39,0.087
603657.SH_pro_bar,2,6.56%,100.00%,11.88%,1.23%,1.066,0.304
603658.SH_pro_bar,2,-5.84%,0.00%,-0.94%,-10.74%,0.0,0.0
603659.SH_pro_bar,0,None,None,None,None,,
603660.SH_pro_bar,2,-1.79%,0.00%,-1.77%,-1.81%,0.0,0.0
603661.SH_pro_bar,0,None,None,None,None,,
603662.SH_pro_bar,2,-0.95%,0.00%,-0.54%,-1.36%,0.0,0.0
603663.SH_pro_bar,2,-0.73%,50.00%,1.72%,-3.17%,0.542,0.077
603665.SH_pro_bar,1,-9.99%,0.00%,-9.99%,-9.99%,0.0,0.0
603666.SH_pro_bar,1,-1.49%,0.00%,-1.49%,-1.49%,0.0,0.0
603667.SH_pro_bar,1,1.26%,100.00%,1.26%,0.00%,1.013,0.169
603668.SH_pro_bar,3,-2.76%,0.00%,0.00%,-7.31%,0.0,0.0
603669.SH_pro_bar,2,-1.84%,0.00%,-1.63%,-2.04%,0.0,0.0
